PC1,PC2,PC3,PC4,PC5,PC6,Price
-1.7408861236868973,-0.10141657010727918,-0.10302951217814409,-1.1271516295396131,0.394525995324274,2.0769007155603316,103375.7614
0.7134709024759934,1.3516792034337064,0.9690965499323676,-1.4599139810544488,-1.1913936615046592,-0.364647767666594,316030.1699
2.775271476254436,-1.2124523027106902,-0.23743081758867993,-1.1971475738505193,-0.8627703450167581,-1.0657185720544073,333690.06
-0.3477406333028248,-0.18635678444865048,2.3460034722305605,-0.4025938708602856,0.01500556886650663,-0.8918727762692948,122305.3568
-0.5982254355463643,0.5592552402594934,1.3132990720585578,0.45951347898851924,0.1275032632311862,-0.32205230786180206,351798.8598
0.7553156974418805,-2.062998891529052,-0.5587500700020113,0.995620841122565,0.9472706586431534,1.2349225875488419,676922.4903
1.8803019362274696,0.7323476638297246,0.305302833169748,0.28451316989153796,-0.2851254228553811,-0.7660454680598151,277316.3525
-0.30784313339848485,1.6127961217797757,-0.2505629253001772,0.24551859809795495,0.810542877622653,0.2578786253925492,188922.9338
-2.1248158040336405,-1.3012467454310026,0.7959503323997233,-1.7700234815279743,0.5244421183892278,0.21629619133168598,191607.2181
-2.8067403011153305,0.5412687326671674,-1.2889780702603046,0.726598387648419,-0.07875914634655547,0.6720547248167031,180729.6457
-2.685932431500952,1.1196472407826934,0.21332920658831575,-0.6704878664178772,0.6238053636891673,0.9724694806330504,111788.6598
2.092082045564023,1.388809132936968,0.6545543822675761,-0.3506470194516693,-0.2161377243499411,-0.6799541896948732,198941.9264
-3.2191999737362846,-1.504247314138067,-2.7599961286949775,0.027477691831887533,0.13194819858237353,-0.2791447538318532,239464.1044
-1.1484785174644991,0.6560970012708838,-0.6731812658461376,-0.016104955359074975,-0.27377952891288515,-1.0580105974901477,222228.9304
-1.1112857758052805,0.5412127725923885,-0.7935996551272259,-1.8604756258211679,1.713774700660011,-1.0754495320498128,252241.3202
-0.25930122111414,0.3435128424224505,0.2754834987357563,-0.17760980338876522,-0.4323114260401283,-0.5613878427456751,155707.1319
-0.8288743693082989,0.43372554766486315,-0.4778711721564116,0.261591084934487,-1.2861468994816752,1.4413437623621006,160019.0332
1.1638306980457669,-0.05667364440756153,1.261751322398295,-1.4202142034836727,-0.8964171843646799,0.5202850600399906,421588.8578
-0.7745062097842107,0.5657513949343115,0.7728046438775668,-0.013166323340922746,0.414119481206618,-0.6900955535448003,152376.5716
-0.34688180519278766,-0.9779508116310798,0.27118091244360326,-1.220309467575116,0.5728231960092377,-0.9280091555758501,210733.5129
-0.5357266914411551,1.5145277744618881,-0.8145502433383907,0.16931959638302227,0.5171565737130951,0.37968804576163495,105041.6445
-0.2804947518900631,0.2851796352482762,-0.5709912125005527,1.6815383058128919,-1.1356031311410466,2.0024459968136643,216972.8449
0.961996422684974,-0.3379857675039804,1.5424692896972996,-1.3749390481142534,-0.3884951690436768,-0.6459688064765013,385041.5546
1.4372544133756555,-0.5069819542899939,0.27323189849769586,-1.2813028914188698,0.552069793087078,2.70305172238955,424385.0666
-0.18722646532840392,-1.5205036985615217,0.7739003690517969,-0.5773530738960876,-0.037752655307094665,-0.14566079704665455,335869.6815
0.3960831381719777,-1.376104603946781,-1.2464755856583327,-0.2394697246422575,-1.807862283545368,-1.2573214755437985,430556.8472
-0.2540518154301431,2.03237002399385,-0.45522274556260445,-0.1823837989061585,1.3231072809599722,-1.275616709726209,153297.265
0.3263672121172758,-0.09446685932306868,0.3790786441825871,-0.6798727954370106,0.7044889092333351,-0.13950945092245678,312456.8833
1.2895836797916427,-0.1653657911088478,-1.197242982131402,0.9841414926538574,0.6866004163647342,-0.9617983302629993,506890.4558
-0.7141822149125309,-1.4217320745901758,0.7334666854352526,-0.1793297336862305,-1.3220402953268902,-0.23980292445193782,390605.9215
-0.39544924489770633,-0.5579306294708509,-1.3748981751818004,1.0413509849325582,-0.6525984540492927,0.9658945225591733,430310.8257
3.1447121458721625,1.0667162423710828,-0.05749728167564554,0.9803513441022262,-0.7485450727052746,0.6135121164411398,769797.5161
-1.2886474360743285,0.4153036926029044,-0.5189557967408268,-1.0286920790576026,-1.4591070300679982,-0.5882101374879163,256978.3221
0.207718061307665,-0.3566321984761085,0.15994227054558888,-1.1372645829247863,0.9659309082068454,-0.5363018311659359,205562.6791
-0.25763575748545975,1.5159979954446876,0.1461422994132522,-0.7587971972883693,-0.1676693233571909,0.26373636188171207,318949.998
-0.8622427701022121,-1.607383014027966,-0.5336599517485062,-2.1017503636913597,0.4045020516795421,0.3757746797616839,167546.7668
0.3031063747274392,-1.7672297271747162,-0.5315692565166386,-0.14074065106589673,0.44159863184957976,0.08688309373484705,274558.259
-0.06162617755019429,1.2766278600422596,0.7099749473907999,0.33798906859634514,-0.7316981670770176,-0.5157904048486607,122660.0682
3.1091459302398023,0.8136496925737151,-0.46400151268088474,1.19419193516371,-1.7894305773403898,-0.6008693018625928,654180.6485
0.34633243371171146,-0.5621564354081122,1.038949950041997,-1.224767952264408,-0.6381913500152068,-0.654512430379452,121486.5873
0.25401668063355576,-0.3335206274342539,0.6530500684496142,0.3601387347768841,0.9125959113947618,0.14238054731432712,279893.0825
-0.1420789386213766,-2.1080593389076525,-1.452304121693595,-0.13451113978523527,-0.7421689151475637,1.635866133535204,410816.4987
-0.052605857028632935,0.030611377019634668,-0.7341545396207898,1.5327753816814806,0.5472925003596953,2.7630053253886793,490495.3436
1.3194717116258143,-0.23948118796943493,0.5011458601644039,0.23629741820704375,-0.4433108569517066,0.22448765365955656,399436.5842
0.06035314314111468,-1.0500008257187947,-0.3882194410354943,-1.9575120434036906,-0.3521287651185672,-0.5435962675848336,206029.5987
-2.139308807362949,-1.3428047686446605,0.5399066475203746,-0.21109828070430597,1.2928698155804643,1.0837550438205186,222198.5451
-0.6926986394131792,-1.4056941966062384,-0.8386334544647333,-0.4046008660247309,0.749538288692737,-1.316151030985132,273015.0238
1.1050492959927236,1.3417989198312035,-0.24944306944344208,1.0863377568553358,-1.132917193595894,0.1299402545929167,248308.2316
0.6520335041309494,1.0485628119727857,0.4373637135101546,-0.15753664368513143,-0.5988258323982243,-0.14910152015859124,353108.2819
-1.1064332921811,0.12079149332287133,0.7655602711406357,0.8420308138181074,-0.6587564786031241,0.06565930990740933,353173.3423
1.5020599912486923,-0.5638347231202302,0.5802980677671082,-1.3631157792657402,-0.11813315914221464,0.030431814918359987,244280.9675
-1.2826156117505785,-0.17969626235541644,-1.361819101448765,-1.2467436365008688,0.3114034369185991,-1.2259178692977883,191113.1065
-1.1482915101042956,0.8550799148285183,0.4555356059887482,0.7790450546562672,0.1045772989055184,-1.8220727885877601,277617.8096
2.249659967235713,1.188646073730405,-1.1118311852671796,-0.5411728185032963,-1.0779035849428111,-0.8394469455474369,521223.2561
-1.841837919767473,1.9835709003768087,0.2266476686574852,-0.45053568634324,-2.065002036545526,-0.26985323572493214,103947.6295
-2.895237502627904,0.3602827300044057,-0.4865172207350464,0.5563004259356578,1.1710070421170684,0.24072822373980904,171418.0448
0.8750133437540155,0.43121827227286397,-0.3809546311059519,-0.1539249237249151,0.060700483697639404,-0.7700446573708257,275311.908
-0.08503519275022886,-0.31650190558023816,1.8986378951827194,-0.36039844435825297,-1.7545881188895336,1.41272081599434,333708.0442
-1.8712757724299316,1.5531634964252303,-0.7427655748715889,-1.577161603292485,0.7250670023593978,0.9471592301337927,306202.9736
-1.3610181671352828,-2.6347184520066618,-0.9459280452104643,-0.05969514654419288,0.9830567769232319,0.7189439972898041,180247.7314
-0.43165766556801277,-0.7866847804918139,-1.0177365159083944,1.4088084388330608,-0.354999040047044,2.4969972279175954,397236.8931
0.4676355198414006,1.484793242116212,0.9296993868751211,0.37891698134232843,1.1085964555725263,1.237267275537849,160304.1753
